ID_Trade,Timestamp_Binance (T0),Timestamp_Gatillo (T1),Timestamp_Confirmado (T2),Latencia_Procesamiento (T1-T0),Latencia_Ejecucion (T2-T1),Precio_Teorico,Precio_Real
04e39ba4-97d3-4fa3-a203-7c03502aa1da,1786218600299,54992435.9691,54992463.82,-1786163607863.031,27.851,65020.4,65020.4
2026-08-08 12:54:41.738056,SELL,55273123.7181,55273123.7181,0.0
3f841121-5a7b-41c1-9450-6047ccfa74bf,1786239270455,75662164.1068,75662203.8421,-1786163608290.893,39.735,64858.8,64858.8
2026-08-09 11:46:28.804457,SELL,44713879.0242,44713879.0242,0.0
3452225e-693c-4fd7-83e7-f4c60744594f,1786532278018,31524408.77,31524445.3166,-1786500753609.230,36.547,64112.3,64112.3
2026-08-12 05:29:23.380680,SELL,37009528.8724,37009528.8724,0.0
453c222a-5fe4-4ca7-8297-e12c7d21f3fa,1786608180257,33130693.0265,33130723.2417,-1786575049563.973,30.215,63881.3,63881.3
2026-08-13 02:15:39.934050,SELL,37490198.6261,37490198.6261,0.0
a068bff6-caf2-4322-b295-cdde49e39b87,1786614856893,39807274.1411,39807313.8535,-1786575049618.859,39.712,63750.0,63750.0
2026-08-13 03:05:53.658609,SELL,40503924.3131,40503924.3131,0.0
f2d97e23-0744-402d-8aee-a8fae8389b97,1786621558507,46508980.1723,46509020.0533,-1786575049526.828,39.881,63446.4,63446.4
2026-08-13 05:30:17.346451,BUY,49167611.893,49167611.893,0.0
f96b53b1-6e76-4911-9675-c083027a5647,1786761120194,101487517.3796,101490277.7776,-1786659632676.620,2760.398,63087.8,63087.8
2026-08-17 00:09:39.223227,SELL,411297.0439,411297.0439,0.0
06c23094-33e5-49e5-b6c8-4688f1b49dbc,1786961043026,6043164.0573,6045711.0781,-1786954999861.943,2547.021,63305.8,63305.8
2026-08-17 03:29:02.841827,SELL,7541851.5046,7541851.5046,0.0
c4224bc2-eb47-40ab-ac44-a38813c4ea93,1786965581151,10580996.8514,10581023.8277,-1786955000154.149,26.976,63626.2,63626.2
2026-08-17 06:28:03.389472,SELL,18282398.7441,18282398.7441,0.0
59e6fc3b-6904-404d-80d9-f215e57691f8,1786985092227,30092006.7063,30092037.0387,-1786955000220.294,30.332,64051.7,64051.7
2026-08-17 10:18:00.544172,SELL,32079986.4195,32079986.4195,0.0
7c623a7c-bfd0-4b7d-9198-4ea376f81d7d,1786997789775,42789719.3134,42789747.6089,-1786955000055.687,28.296,64279.8,64279.8
2026-08-17 17:02:00.116039,BUY,56319821.3651,56319821.3651,0.0
ab978860-f76b-4646-a211-b21a665ce63f,1787015217367,60217448.5262,60217475.9811,-1786954999918.474,27.455,64302.7,64302.7
2026-08-17 19:45:43.643881,BUY,66143262.0853,66143262.0853,0.0
e64d95f9-92de-4915-b16f-8a0bd7de0f29,0,2937123.6669,2937151.4425,0.000,27.776,103.0,103.0
2026-08-18 19:44:14.417372,BUY,2937426.6421,2937426.6421,0.0
54732091-b646-4f09-b34f-f2c17fa6efde,0,2950072.2838,2950104.0128,0.000,31.729,103.0,103.0
2026-08-18 19:44:27.326969,BUY,2950335.6438,2950335.6438,0.0
33b89f1b-c111-4c83-a94b-eba31d8d611b,0,3004914.2247,3004952.451,0.000,38.226,1000.0,1000.0
344aa5a1-1120-46af-bcfd-4b9a297fc334,0,3012458.1806,3012486.6804,0.000,28.500,100.0,100.0
fc69a2e4-b59f-4a22-9a66-95424bb79be6,0,3410023.1514,3410051.4517,0.000,28.300,103.0,103.0
2026-08-18 19:52:07.229967,BUY,3410239.3732,3410239.3732,0.0
b4fb3053-0e79-4faa-b2af-6c5e5699038a,0,3420859.158,3420886.3721,0.000,27.214,103.0,103.0
2026-08-18 19:52:18.179044,BUY,3421187.8596,3421187.8596,0.0
3b420511-49d2-44fe-82c2-0512c6eafa87,0,3460631.0352,3460657.8456,0.000,26.810,1000.0,1000.0
e0a96f81-2693-42dd-99b8-3ffd8bcf046a,0,3463183.7953,3463210.11,0.000,26.315,100.0,100.0
cf428188-84ef-4055-a20d-17374fc332d2,0,5516486.6518,5516513.367,0.000,26.715,103.0,103.0
2026-08-18 20:27:13.690949,BUY,5516700.314,5516700.314,0.0
3eb059d3-81ad-4b9d-850f-21844ba09267,0,5532217.4716,5532249.1829,0.000,31.711,103.0,103.0
2026-08-18 20:27:29.521511,BUY,5532530.8319,5532530.8319,0.0
46cc2808-bc05-4931-8b43-12b20c4c3923,0,5576215.6353,5576241.727,0.000,26.092,1000.0,1000.0
ac891e59-7602-4ca4-823b-fc60b674f68b,0,5578393.4013,5578419.2611,0.000,25.860,100.0,100.0
ace96847-00c1-41b7-8247-bc4d84b8f511,1787113306729,8789998.8914,8792415.4327,-1787104516730.109,2416.541,64366.7,64366.7
08ed798d-3c4b-487c-a52c-b7fc8f2c7c71,0,14938069.8751,14938100.1428,0.000,30.268,103.0,103.0
2026-08-18 23:04:15.512187,BUY,14938518.9317,14938518.9317,0.0
e03d724a-5590-4e9a-b401-a4340ead3bae,0,14955911.1011,14955938.847,0.000,27.746,103.0,103.0
2026-08-18 23:04:33.275374,BUY,14956280.1931,14956280.1931,0.0
3e21512d-da25-48e7-8402-7b7c4987d658,0,15019673.1905,15019701.9312,0.000,28.741,1000.0,1000.0
c69a2cc9-4f11-48ef-ba3e-977a2608fedf,0,15023067.1328,15023095.5196,0.000,28.387,100.0,100.0
2026-08-18 23:56:52.118487,SELL,18095122.0,18095122.0,0.0
2bf6f9c1-3871-4a3d-9d59-3845dc9b5831,1787127337024,22820272.7983,22820309.3489,-1787104516751.202,36.551,64229.8,64229.8
2026-08-19 05:15:38.181668,BUY,37221249.6424,37221249.6424,0.0
